24,12,6.249972e-02,1.046972e+00,0.396992,1024
32,12,6.249962e-02,1.046961e+00,0.512278,1024
36,12,6.249962e-02,1.046976e+00,0.705118,1024
2,12,6.249962e-02,1.046957e+00,0.473470,1024
4,12,6.249867e-02,1.046933e+00,0.249645,1024
72,12,6.249972e-02,1.046976e+00,4.362472,1024
6,12,6.249896e-02,1.046945e+00,0.330404,1024
8,12,6.249934e-02,1.046957e+00,0.272692,1024
12,12,6.249896e-02,1.046961e+00,0.270223,1024
16,12,6.249934e-02,1.046971e+00,0.299192,1024
24,16,6.249962e-02,1.046976e+00,0.393814,1024
32,16,6.249972e-02,1.046976e+00,0.667034,1024
36,16,6.249972e-02,1.046976e+00,0.609050,1024
2,16,6.249934e-02,1.046972e+00,0.380289,1024
4,16,6.249953e-02,1.046933e+00,0.217232,1024
72,16,6.249972e-02,1.046976e+00,4.789249,1024
6,16,6.249848e-02,1.046976e+00,0.364564,1024
8,16,6.249781e-02,1.046933e+00,0.267835,1024
12,16,6.249924e-02,1.046976e+00,0.271534,1024
16,16,6.249962e-02,1.046957e+00,0.320424,1024
24,18,6.249972e-02,1.046976e+00,0.383398,1024
32,18,6.249962e-02,1.046976e+00,0.581178,1024
36,18,6.249934e-02,1.046976e+00,0.543738,1024
2,18,6.249800e-02,1.046945e+00,0.393036,1024
4,18,6.249924e-02,1.046957e+00,0.244346,1024
72,18,6.249972e-02,1.046976e+00,4.950787,1024
6,18,6.249790e-02,1.046956e+00,0.342306,1024
8,18,6.249838e-02,1.046932e+00,0.241895,1024
12,18,6.249705e-02,1.046897e+00,0.268684,1024
16,18,6.249962e-02,1.046971e+00,0.310383,1024
24,1,6.249972e-02,1.046976e+00,0.429547,1024
32,1,6.249972e-02,1.046976e+00,0.513587,1024
36,1,6.249972e-02,1.046976e+00,0.527123,1024
2,1,6.249972e-02,1.046976e+00,1.911259,1024
4,1,6.249972e-02,1.046976e+00,0.995211,1024
72,1,6.249972e-02,1.046976e+00,3.095805,1024
6,1,6.249972e-02,1.046976e+00,0.684114,1024
8,1,6.249972e-02,1.046976e+00,0.557665,1024
12,1,6.249972e-02,1.046976e+00,0.418167,1024
16,1,6.249972e-02,1.046976e+00,0.410808,1024
24,2,6.249972e-02,1.046972e+00,0.452352,1024
32,2,6.249972e-02,1.046976e+00,0.709073,1024
36,2,6.249972e-02,1.046972e+00,0.546950,1024
2,2,6.249962e-02,1.046972e+00,1.091836,1024
4,2,6.249972e-02,1.046976e+00,0.602993,1024
72,2,6.249972e-02,1.046976e+00,3.133033,1024
6,2,6.249972e-02,1.046961e+00,0.468213,1024
8,2,6.249972e-02,1.046976e+00,0.470248,1024
12,2,6.249972e-02,1.046972e+00,0.386937,1024
16,2,6.249972e-02,1.046976e+00,0.380997,1024
24,36,6.249972e-02,1.046956e+00,0.415988,1024
32,36,6.249962e-02,1.046976e+00,0.547842,1024
36,36,6.249953e-02,1.046976e+00,0.800422,1024
2,36,6.249790e-02,1.046976e+00,0.459129,1024
4,36,6.249924e-02,1.046957e+00,0.253422,1024
72,36,6.249962e-02,1.046976e+00,3.250720,1024
6,36,6.249495e-02,1.046932e+00,0.439456,1024
8,36,6.249972e-02,1.046976e+00,0.342400,1024
12,36,6.249962e-02,1.046976e+00,0.274338,1024
16,36,6.249962e-02,1.046976e+00,0.326342,1024
24,3,6.249962e-02,1.046976e+00,0.432737,1024
32,3,6.249972e-02,1.046976e+00,0.571557,1024
36,3,6.249972e-02,1.046976e+00,0.607323,1024
2,3,6.249972e-02,1.046957e+00,0.751782,1024
4,3,6.249972e-02,1.046965e+00,0.423120,1024
72,3,6.249972e-02,1.046976e+00,3.427030,1024
6,3,6.249972e-02,1.046961e+00,0.399278,1024
8,3,6.249962e-02,1.046976e+00,0.367105,1024
12,3,6.249962e-02,1.046976e+00,0.270170,1024
16,3,6.249962e-02,1.046965e+00,0.353558,1024
24,4,6.249962e-02,1.046922e+00,0.461898,1024
32,4,6.249962e-02,1.046976e+00,0.615524,1024
36,4,6.249972e-02,1.046976e+00,0.646286,1024
2,4,6.249972e-02,1.046972e+00,0.585429,1024
4,4,6.249972e-02,1.046971e+00,0.330439,1024
72,4,6.249972e-02,1.046976e+00,3.497463,1024
6,4,6.249962e-02,1.046976e+00,0.300133,1024
8,4,6.249953e-02,1.046972e+00,0.287477,1024
12,4,6.249972e-02,1.046971e+00,0.331915,1024
16,4,6.249924e-02,1.046971e+00,0.363679,1024
24,6,6.249953e-02,1.046956e+00,0.526261,1024
32,6,6.249972e-02,1.046976e+00,0.670917,1024
36,6,6.249972e-02,1.046976e+00,0.766244,1024
2,6,6.249962e-02,1.046965e+00,0.543447,1024
4,6,6.249962e-02,1.046957e+00,0.250845,1024
72,6,6.249972e-02,1.046976e+00,3.634608,1024
6,6,6.249895e-02,1.046933e+00,0.352348,1024
8,6,6.249953e-02,1.046965e+00,0.318418,1024
12,6,6.249962e-02,1.046949e+00,0.316391,1024
16,6,6.249962e-02,1.046976e+00,0.385364,1024
24,8,6.249972e-02,1.046976e+00,0.617635,1024
32,8,6.249972e-02,1.046976e+00,0.788238,1024
36,8,6.249972e-02,1.046976e+00,0.888578,1024
2,8,6.249972e-02,1.046957e+00,0.366186,1024
4,8,6.249800e-02,1.046946e+00,0.215331,1024
72,8,6.249972e-02,1.046976e+00,3.771391,1024
6,8,6.249934e-02,1.046865e+00,0.391805,1024
