12,12,6.249972e-02,1.046976e+00,0.308656,1024
16,12,6.249962e-02,1.046976e+00,0.300796,1024
18,12,6.249962e-02,1.046946e+00,0.459763,1024
1,12,6.249962e-02,1.046961e+00,0.748364,1024
2,12,6.249924e-02,1.046957e+00,0.630197,1024
36,12,6.249972e-02,1.046976e+00,3.363958,1024
3,12,6.249953e-02,1.046965e+00,0.487576,1024
4,12,6.249790e-02,1.046916e+00,0.383562,1024
6,12,6.249867e-02,1.046960e+00,0.366130,1024
8,12,6.249962e-02,1.046855e+00,0.325903,1024
12,16,6.249972e-02,1.046976e+00,0.296897,1024
16,16,6.249972e-02,1.046972e+00,0.441661,1024
18,16,6.249972e-02,1.046976e+00,0.502033,1024
1,16,6.249189e-02,1.046972e+00,0.646458,1024
2,16,6.249953e-02,1.046971e+00,0.579301,1024
36,16,6.249972e-02,1.046976e+00,3.652006,1024
3,16,6.249962e-02,1.046972e+00,0.515347,1024
4,16,6.249705e-02,1.046972e+00,0.375128,1024
6,16,6.249972e-02,1.046976e+00,0.348430,1024
8,16,6.249962e-02,1.046972e+00,0.347888,1024
12,18,6.249962e-02,1.046971e+00,0.314805,1024
16,18,6.249953e-02,1.046972e+00,0.440391,1024
18,18,6.249972e-02,1.046965e+00,0.438495,1024
1,18,6.249895e-02,1.046972e+00,0.677173,1024
2,18,6.249905e-02,1.046971e+00,0.595460,1024
36,18,6.249972e-02,1.046976e+00,3.791355,1024
3,18,6.249962e-02,1.046972e+00,0.550345,1024
4,18,6.249790e-02,1.046897e+00,0.355363,1024
6,18,6.249962e-02,1.046976e+00,0.419343,1024
8,18,6.249953e-02,1.046916e+00,0.322733,1024
12,1,6.249972e-02,1.046976e+00,0.424419,1024
16,1,6.249972e-02,1.046976e+00,0.337890,1024
18,1,6.249972e-02,1.046976e+00,0.301851,1024
1,1,6.249972e-02,1.046976e+00,3.755379,1024
2,1,6.249972e-02,1.046976e+00,1.911731,1024
36,1,6.249972e-02,1.046976e+00,1.922984,1024
3,1,6.249972e-02,1.046976e+00,1.285818,1024
4,1,6.249972e-02,1.046976e+00,0.971136,1024
6,1,6.249972e-02,1.046976e+00,0.773450,1024
8,1,6.249972e-02,1.046976e+00,0.556256,1024
12,2,6.249962e-02,1.046976e+00,0.350773,1024
16,2,6.249962e-02,1.046976e+00,0.367596,1024
18,2,6.249972e-02,1.046976e+00,0.491763,1024
1,2,6.249972e-02,1.046976e+00,1.936605,1024
2,2,6.249962e-02,1.046976e+00,1.119932,1024
36,2,6.249972e-02,1.046976e+00,1.990987,1024
3,2,6.249972e-02,1.046976e+00,0.749361,1024
4,2,6.249972e-02,1.046971e+00,0.663466,1024
6,2,6.249972e-02,1.046971e+00,0.523644,1024
8,2,6.249972e-02,1.046971e+00,0.442982,1024
12,36,6.249972e-02,1.046976e+00,0.374165,1024
16,36,6.249962e-02,1.046976e+00,0.512463,1024
18,36,6.249972e-02,1.046972e+00,0.606107,1024
1,36,6.249924e-02,1.046972e+00,0.709447,1024
2,36,6.249181e-02,1.046879e+00,0.723254,1024
36,36,6.249972e-02,1.046976e+00,2.183397,1024
3,36,6.249962e-02,1.046961e+00,0.537934,1024
4,36,6.249924e-02,1.046971e+00,0.460132,1024
6,36,6.249972e-02,1.046976e+00,0.369405,1024
8,36,6.249972e-02,1.046976e+00,0.318784,1024
12,3,6.249972e-02,1.046976e+00,0.378162,1024
16,3,6.249972e-02,1.046976e+00,0.376656,1024
18,3,6.249972e-02,1.046976e+00,0.387994,1024
1,3,6.249934e-02,1.046976e+00,1.425669,1024
2,3,6.249962e-02,1.046911e+00,0.805219,1024
36,3,6.249972e-02,1.046976e+00,2.090017,1024
3,3,6.249962e-02,1.046976e+00,0.645560,1024
4,3,6.249905e-02,1.046976e+00,0.530230,1024
6,3,6.249972e-02,1.046933e+00,0.489320,1024
8,3,6.249962e-02,1.046957e+00,0.430501,1024
12,4,6.249972e-02,1.046976e+00,0.373799,1024
16,4,6.249962e-02,1.046976e+00,0.422541,1024
18,4,6.249972e-02,1.046976e+00,0.432758,1024
1,4,6.249934e-02,1.046976e+00,1.127351,1024
2,4,6.249934e-02,1.046965e+00,0.746434,1024
36,4,6.249972e-02,1.046976e+00,2.409155,1024
3,4,6.249962e-02,1.046971e+00,0.462889,1024
4,4,6.249934e-02,1.046957e+00,0.449112,1024
6,4,6.249924e-02,1.046932e+00,0.434897,1024
8,4,6.249972e-02,1.046972e+00,0.360211,1024
12,6,6.249962e-02,1.046976e+00,0.421326,1024
16,6,6.249962e-02,1.046961e+00,0.481522,1024
18,6,6.249972e-02,1.046976e+00,0.539147,1024
1,6,6.249972e-02,1.046965e+00,0.869344,1024
2,6,6.249953e-02,1.046965e+00,0.670551,1024
36,6,6.249972e-02,1.046976e+00,2.500987,1024
3,6,6.249848e-02,1.046965e+00,0.570034,1024
4,6,6.249953e-02,1.046972e+00,0.390966,1024
6,6,6.249810e-02,1.046971e+00,0.379429,1024
8,6,6.249972e-02,1.046972e+00,0.370310,1024
12,8,6.249972e-02,1.046972e+00,0.473513,1024
16,8,6.249972e-02,1.046976e+00,0.545828,1024
18,8,6.249972e-02,1.046976e+00,0.594031,1024
1,8,6.249790e-02,1.046933e+00,0.697907,1024
2,8,6.249972e-02,1.046976e+00,0.623129,1024
36,8,6.249972e-02,1.046976e+00,2.899632,1024
3,8,6.249962e-02,1.046961e+00,0.550942,1024
4,8,6.249962e-02,1.046976e+00,0.372446,1024
6,8,6.249972e-02,1.046912e+00,0.376858,1024
8,8,6.249953e-02,1.046946e+00,0.414133,1024
12,12,6.135241e-02,1.038974e+00,0.041756,16
16,12,6.135241e-02,1.038974e+00,0.074469,16
18,12,6.135241e-02,1.038974e+00,0.041996,16
1,12,6.135241e-02,1.038974e+00,0.001422,16
2,12,6.096363e-02,1.038974e+00,0.001164,16
36,12,6.135241e-02,1.038974e+00,1.328161,16
3,12,6.096363e-02,1.038974e+00,0.001049,16
4,12,6.135241e-02,1.038974e+00,0.011074,16
6,12,6.135241e-02,1.038974e+00,0.013889,16
8,12,6.135241e-02,1.038974e+00,0.011205,16
12,16,6.135241e-02,1.038974e+00,0.030569,16
16,16,6.135241e-02,1.038974e+00,0.051257,16
18,16,6.135241e-02,1.038974e+00,0.143800,16
1,16,6.135241e-02,1.019947e+00,0.001517,16
2,16,6.135241e-02,1.038974e+00,0.001295,16
36,16,6.135241e-02,1.038974e+00,1.902806,16
3,16,6.135241e-02,1.038974e+00,0.001329,16
4,16,6.135241e-02,1.038974e+00,0.001405,16
6,16,6.135241e-02,1.038974e+00,0.002175,16
8,16,6.135241e-02,1.038974e+00,0.039271,16
12,18,6.135241e-02,1.038974e+00,0.050872,16
16,18,6.135241e-02,1.038974e+00,0.121839,16
18,18,6.135241e-02,1.038974e+00,0.119203,16
1,18,6.057981e-02,1.038974e+00,0.001564,16
2,18,6.135241e-02,1.038974e+00,0.001427,16
36,18,6.135241e-02,1.038974e+00,2.032711,16
3,18,6.135241e-02,1.038974e+00,0.001413,16
4,18,6.135241e-02,1.038974e+00,0.001477,16
6,18,6.135241e-02,1.038974e+00,0.002472,16
8,18,6.135241e-02,1.038974e+00,0.018436,16
12,1,6.135241e-02,1.038974e+00,0.000410,16
16,1,6.135241e-02,1.038974e+00,0.000410,16
18,1,6.135241e-02,1.038974e+00,0.000503,16
1,1,6.135241e-02,1.038974e+00,0.000974,16
2,1,6.135241e-02,1.038974e+00,0.000690,16
36,1,6.135241e-02,1.038974e+00,0.187990,16
3,1,6.135241e-02,1.038974e+00,0.000534,16
4,1,6.135241e-02,1.038974e+00,0.000557,16
6,1,6.135241e-02,1.038974e+00,0.000433,16
