&   &   Speedup&     \\
P&  Th& n=64&   n=16384 \\
1&  36& 3.186496e+00&   6.930640e+00 \\
2&  36& 3.273091e+00&   7.255147e+00 \\
3&  36& 3.706949e+00&   1.106023e+01 \\
4&  36& 1.237519e+00&   1.451790e+01 \\
6&  36& 6.486058e-01&   1.498800e+01 \\
8&  36& 1.514932e+00&   1.497342e+01 \\
12& 36& 3.183086e-01&   1.506168e+01 \\
16& 36& 1.745113e-01&   1.517134e+01 \\
18& 36& 1.329271e-01&   1.506886e+01 \\
36& 36& 3.095187e-02&   1.337315e+01 \\

&   &   efficiency&  \\
P&  Th& n=64&   n=16384 \\
1&  36& 3.186496e+00&   6.930640e+00 \\
2&  36& 1.636546e+00&   3.627574e+00 \\
3&  36& 1.235650e+00&   3.686744e+00 \\
4&  36& 3.093797e-01&   3.629474e+00 \\
6&  36& 1.081010e-01&   2.498000e+00 \\
8&  36& 1.893665e-01&   1.871678e+00 \\
12& 36& 2.652572e-02&   1.255140e+00 \\
16& 36& 1.090696e-02&   9.482085e-01 \\
18& 36& 7.384838e-03&   8.371587e-01 \\
36& 36& 8.597743e-04&   3.714765e-01 \\


&   &   Sp& Sp \\
p&  th& Node 1& Node 2 \\
1&  6.930640e+00&   6.916726e+00 \\
2&  7.255147e+00&   1.384812e+01 \\
3&  1.106023e+01&   1.101846e+01 \\
4&  1.451790e+01&   1.453162e+01 \\
6&  1.498800e+01&   1.489879e+01 \\
8&  1.497342e+01&   1.486276e+01 \\
12& 1.506168e+01&   1.488384e+01 \\
16& 1.517134e+01&   1.485572e+01 \\
18& 1.506886e+01&   1.482865e+01 \\
36& 1.337315e+01&   1.247880e+01 \\


&   &   eff&    eff \\
p&  th& Node 1& Node 2 \\
1&  6.930640e+00&   6.916726e+00 \\
2&  3.627574e+00&   6.924058e+00 \\
3&  3.686744e+00&   3.672820e+00 \\
4&  3.629474e+00&   3.632905e+00 \\
6&  2.498000e+00&   2.483131e+00 \\
8&  1.871678e+00&   1.857845e+00 \\
12& 1.255140e+00&   1.240320e+00 \\
16& 9.482085e-01&   9.284823e-01 \\
18& 8.371587e-01&   8.238140e-01 \\
36& 3.714765e-01&   3.466334e-01 \\
