1,1,6.249972e-02,1.046976e+00,3.791611,1024
1,1,6.249972e-02,1.046976e+00,3.769123,1024
1,1,6.135241e-02,1.038974e+00,0.001021,16
1,1,6.135241e-02,1.038974e+00,0.001146,16
1,1,6.249993e-02,1.047023e+00,16.091858,2048
1,1,6.249993e-02,1.047023e+00,16.055948,2048
1,1,6.249550e-02,1.046681e+00,0.227829,256
1,1,6.249550e-02,1.046681e+00,0.231776,256
1,1,6.221244e-02,1.043379e+00,0.004516,32
1,1,6.221244e-02,1.043379e+00,0.004090,32
1,1,6.249998e-02,1.047047e+00,68.282392,4096
1,1,6.249998e-02,1.047047e+00,68.388490,4096
1,1,6.249888e-02,1.046871e+00,0.885645,512
1,1,6.249888e-02,1.046871e+00,0.886071,512
1,1,6.242807e-02,1.045246e+00,0.019632,64
1,1,6.242807e-02,1.045246e+00,0.019682,64
1,1,6.250000e-02,1.047059e+00,289.423800,8192
1,1,6.250000e-02,1.047059e+00,289.780229,8192
