n,p,th,u,e,Tp,Sp=T1/Tp,eff=Sp/p,T1
16,3,4,6.096363E-02,1.018340E+00,6.910000E-04,1.477569E+00,4.925229E-01,1.021000E-03
16,3,6,6.135241E-02,9.713771E-01,5.328000E-02,1.916291E-02,6.387638E-03,1.021000E-03
16,3,8,6.057981E-02,1.019947E+00,3.082000E-02,3.312784E-02,1.104261E-02,1.021000E-03
16,3,12,6.096363E-02,1.038974E+00,1.049000E-03,9.733079E-01,3.244360E-01,1.021000E-03
16,3,16,6.135241E-02,1.038974E+00,1.329000E-03,7.682468E-01,2.560823E-01,1.021000E-03
16,3,18,6.135241E-02,1.038974E+00,1.413000E-03,7.225761E-01,2.408587E-01,1.021000E-03
16,3,36,6.096363E-02,1.038974E+00,2.566000E-03,3.978956E-01,1.326319E-01,1.021000E-03
16,4,1,6.135241E-02,1.038974E+00,5.570000E-04,1.833034E+00,4.582585E-01,1.021000E-03
16,4,2,6.135241E-02,1.038974E+00,5.450000E-04,1.873394E+00,4.683486E-01,1.021000E-03
16,4,3,6.135241E-02,1.038974E+00,1.006000E-03,1.014911E+00,2.537276E-01,1.021000E-03
16,4,4,6.135241E-02,1.038974E+00,1.292000E-03,7.902477E-01,1.975619E-01,1.021000E-03
16,4,6,6.096363E-02,1.019947E+00,4.070500E-02,2.508291E-02,6.270728E-03,1.021000E-03
16,4,8,6.096363E-02,9.713771E-01,4.456900E-02,2.290830E-02,5.727075E-03,1.021000E-03
16,4,12,6.135241E-02,1.038974E+00,1.107400E-02,9.219794E-02,2.304949E-02,1.021000E-03
16,4,16,6.135241E-02,1.038974E+00,1.405000E-03,7.266904E-01,1.816726E-01,1.021000E-03
16,4,18,6.135241E-02,1.038974E+00,1.477000E-03,6.912661E-01,1.728165E-01,1.021000E-03
16,4,36,6.135241E-02,1.038974E+00,2.569000E-03,3.974309E-01,9.935773E-02,1.021000E-03
16,6,1,6.135241E-02,1.038974E+00,4.330000E-04,2.357968E+00,3.929946E-01,1.021000E-03
16,6,2,6.135241E-02,1.019947E+00,6.630000E-04,1.539970E+00,2.566616E-01,1.021000E-03
16,6,3,6.135241E-02,1.038974E+00,6.973000E-03,1.464219E-01,2.440365E-02,1.021000E-03
16,6,4,6.135241E-02,1.038974E+00,1.667200E-02,6.124040E-02,1.020673E-02,1.021000E-03
16,6,6,6.135241E-02,1.038974E+00,6.460900E-02,1.580275E-02,2.633792E-03,1.021000E-03
16,6,8,6.135241E-02,1.038974E+00,1.135300E-01,8.993218E-03,1.498870E-03,1.021000E-03
16,6,12,6.135241E-02,1.038974E+00,1.388900E-02,7.351141E-02,1.225190E-02,1.021000E-03
16,6,16,6.135241E-02,1.038974E+00,2.175000E-03,4.694253E-01,7.823755E-02,1.021000E-03
16,6,18,6.135241E-02,1.038974E+00,2.472000E-03,4.130259E-01,6.883765E-02,1.021000E-03
16,6,36,6.135241E-02,1.038974E+00,1.947500E-02,5.242619E-02,8.737698E-03,1.021000E-03
16,8,1,6.135241E-02,1.038974E+00,3.640000E-04,2.804945E+00,3.506181E-01,1.021000E-03
16,8,2,6.135241E-02,1.038974E+00,1.810800E-02,5.638392E-02,7.047990E-03,1.021000E-03
16,8,3,6.135241E-02,1.038974E+00,1.444600E-02,7.067700E-02,8.834626E-03,1.021000E-03
16,8,4,6.096363E-02,1.038974E+00,4.298800E-02,2.375081E-02,2.968852E-03,1.021000E-03
16,8,6,6.096363E-02,1.038974E+00,1.017530E-01,1.003410E-02,1.254263E-03,1.021000E-03
16,8,8,6.135241E-02,1.038974E+00,1.441690E-01,7.081966E-03,8.852458E-04,1.021000E-03
16,8,12,6.135241E-02,1.038974E+00,1.120500E-02,9.112004E-02,1.139000E-02,1.021000E-03
16,8,16,6.135241E-02,1.038974E+00,3.927100E-02,2.599883E-02,3.249854E-03,1.021000E-03
16,8,18,6.135241E-02,1.038974E+00,1.843600E-02,5.538078E-02,6.922597E-03,1.021000E-03
16,8,36,6.135241E-02,1.038974E+00,4.897100E-02,2.084907E-02,2.606134E-03,1.021000E-03
16,12,1,6.135241E-02,1.038974E+00,4.100000E-04,2.490244E+00,2.075203E-01,1.021000E-03
16,12,2,6.135241E-02,1.038974E+00,1.133400E-02,9.008294E-02,7.506911E-03,1.021000E-03
16,12,3,6.135241E-02,1.038974E+00,7.205200E-02,1.417032E-02,1.180860E-03,1.021000E-03
16,12,4,6.135241E-02,1.038974E+00,8.535200E-02,1.196223E-02,9.968523E-04,1.021000E-03
16,12,6,6.135241E-02,1.038974E+00,1.630650E-01,6.261307E-03,5.217756E-04,1.021000E-03
16,12,8,6.135241E-02,1.038974E+00,2.150130E-01,4.748550E-03,3.957125E-04,1.021000E-03
16,12,12,6.135241E-02,1.038974E+00,4.175600E-02,2.445158E-02,2.037631E-03,1.021000E-03
16,12,16,6.135241E-02,1.038974E+00,3.056900E-02,3.339985E-02,2.783321E-03,1.021000E-03
16,12,18,6.135241E-02,1.038974E+00,5.087200E-02,2.006998E-02,1.672498E-03,1.021000E-03
16,12,36,6.135241E-02,1.038974E+00,7.181000E-02,1.421808E-02,1.184840E-03,1.021000E-03
16,16,1,6.135241E-02,1.038974E+00,4.100000E-04,2.490244E+00,1.556402E-01,1.021000E-03
16,16,2,6.135241E-02,1.038974E+00,2.921000E-02,3.495378E-02,2.184611E-03,1.021000E-03
16,16,3,6.135241E-02,1.038974E+00,8.756400E-02,1.166004E-02,7.287527E-04,1.021000E-03
16,16,4,6.135241E-02,1.038974E+00,1.316820E-01,7.753527E-03,4.845955E-04,1.021000E-03
16,16,6,6.135241E-02,1.038974E+00,2.742030E-01,3.723519E-03,2.327199E-04,1.021000E-03
16,16,8,6.135241E-02,1.038974E+00,3.021340E-01,3.379295E-03,2.112060E-04,1.021000E-03
16,16,12,6.135241E-02,1.038974E+00,7.446900E-02,1.371040E-02,8.569002E-04,1.021000E-03
16,16,16,6.135241E-02,1.038974E+00,5.125700E-02,1.991923E-02,1.244952E-03,1.021000E-03
16,16,18,6.135241E-02,1.038974E+00,1.218390E-01,8.379911E-03,5.237444E-04,1.021000E-03
16,16,36,6.135241E-02,1.038974E+00,1.010970E-01,1.009921E-02,6.312007E-04,1.021000E-03
16,18,1,6.135241E-02,1.038974E+00,5.030000E-04,2.029821E+00,1.127678E-01,1.021000E-03
16,18,2,6.135241E-02,1.038974E+00,8.592000E-02,1.188315E-02,6.601748E-04,1.021000E-03
16,18,3,6.135241E-02,1.038974E+00,1.079180E-01,9.460887E-03,5.256048E-04,1.021000E-03
16,18,4,6.135241E-02,1.038974E+00,1.824920E-01,5.594766E-03,3.108203E-04,1.021000E-03
16,18,6,6.135241E-02,1.038974E+00,2.519380E-01,4.052584E-03,2.251436E-04,1.021000E-03
16,18,8,6.135241E-02,1.038974E+00,3.434930E-01,2.972404E-03,1.651336E-04,1.021000E-03
16,18,12,6.135241E-02,1.038974E+00,4.199600E-02,2.431184E-02,1.350658E-03,1.021000E-03
16,18,16,6.135241E-02,1.038974E+00,1.438000E-01,7.100139E-03,3.944522E-04,1.021000E-03
16,18,18,6.135241E-02,1.038974E+00,1.192030E-01,8.565221E-03,4.758456E-04,1.021000E-03
16,18,36,6.135241E-02,1.038974E+00,7.683700E-02,1.328787E-02,7.382150E-04,1.021000E-03
16,36,1,6.135241E-02,1.038974E+00,1.879900E-01,5.431140E-03,1.508650E-04,1.021000E-03
16,36,2,6.135241E-02,1.038974E+00,1.922000E-01,5.312175E-03,1.475604E-04,1.021000E-03
16,36,3,6.135241E-02,1.038974E+00,3.350520E-01,3.047288E-03,8.464689E-05,1.021000E-03
16,36,4,6.135241E-02,1.038974E+00,4.549960E-01,2.243976E-03,6.233266E-05,1.021000E-03
16,36,6,6.135241E-02,1.038974E+00,7.229880E-01,1.412195E-03,3.922764E-05,1.021000E-03
16,36,8,6.135241E-02,1.038974E+00,9.492400E-01,1.075597E-03,2.987770E-05,1.021000E-03
16,36,12,6.135241E-02,1.038974E+00,1.328161E+00,7.687321E-04,2.135367E-05,1.021000E-03
16,36,16,6.135241E-02,1.038974E+00,1.902806E+00,5.365760E-04,1.490489E-05,1.021000E-03
16,36,18,6.135241E-02,1.038974E+00,2.032711E+00,5.022849E-04,1.395236E-05,1.021000E-03
16,36,36,6.135241E-02,1.038974E+00,2.280330E-01,4.477422E-03,1.243728E-04,1.021000E-03
32,1,2,6.221244E-02,1.043379E+00,2.659000E-03,1.538172E+00,1.538172E+00,4.090000E-03
32,1,3,6.221244E-02,1.038618E+00,2.681000E-03,1.525550E+00,1.525550E+00,4.090000E-03
32,1,4,6.221244E-02,1.038618E+00,2.344000E-03,1.744881E+00,1.744881E+00,4.090000E-03
32,1,6,6.211444E-02,1.043379E+00,1.832000E-03,2.232533E+00,2.232533E+00,4.090000E-03
32,1,8,6.221244E-02,1.014873E+00,1.618000E-03,2.527812E+00,2.527812E+00,4.090000E-03
32,1,12,6.211444E-02,1.043379E+00,2.243000E-03,1.823451E+00,1.823451E+00,4.090000E-03
32,1,16,6.211444E-02,1.043379E+00,2.148000E-03,1.904097E+00,1.904097E+00,4.090000E-03
32,1,18,6.182407E-02,1.038172E+00,2.249000E-03,1.818586E+00,1.818586E+00,4.090000E-03
32,1,36,6.211444E-02,1.038172E+00,3.066000E-03,1.333986E+00,1.333986E+00,4.090000E-03
32,2,1,6.221244E-02,1.043379E+00,2.518000E-03,1.624305E+00,8.121525E-01,4.090000E-03
32,2,2,6.221244E-02,1.043379E+00,2.042000E-03,2.002938E+00,1.001469E+00,4.090000E-03
32,2,3,6.221244E-02,1.038618E+00,1.508000E-03,2.712202E+00,1.356101E+00,4.090000E-03
32,2,4,6.221244E-02,1.038172E+00,1.132000E-03,3.613074E+00,1.806537E+00,4.090000E-03
32,2,6,6.201675E-02,1.043379E+00,1.393800E-02,2.934424E-01,1.467212E-01,4.090000E-03
32,2,8,6.211444E-02,9.997072E-01,3.766000E-02,1.086033E-01,5.430165E-02,4.090000E-03
32,2,12,6.221244E-02,1.043379E+00,1.685000E-03,2.427300E+00,1.213650E+00,4.090000E-03
32,2,16,6.221244E-02,1.038172E+00,1.886000E-03,2.168611E+00,1.084305E+00,4.090000E-03
32,2,18,6.211444E-02,1.043379E+00,2.109000E-02,1.939308E-01,9.696539E-02,4.090000E-03
32,2,36,6.221244E-02,1.038618E+00,1.160200E-02,3.525254E-01,1.762627E-01,4.090000E-03
32,3,1,6.221244E-02,1.043379E+00,1.905000E-03,2.146982E+00,7.156605E-01,4.090000E-03
32,3,2,6.221244E-02,1.043379E+00,2.264000E-03,1.806537E+00,6.021790E-01,4.090000E-03
32,3,3,6.221244E-02,1.038172E+00,1.764000E-03,2.318594E+00,7.728647E-01,4.090000E-03
32,3,4,6.221244E-02,1.038618E+00,9.330000E-04,4.383708E+00,1.461236E+00,4.090000E-03
32,3,6,6.221244E-02,1.043379E+00,1.257600E-02,3.252226E-01,1.084075E-01,4.090000E-03
32,3,8,6.172702E-02,1.038618E+00,2.720000E-02,1.503676E-01,5.012255E-02,4.090000E-03
32,3,12,6.221244E-02,1.028262E+00,1.529000E-03,2.674951E+00,8.916503E-01,4.090000E-03
32,3,16,6.221244E-02,1.038618E+00,1.795000E-03,2.278552E+00,7.595172E-01,4.090000E-03
32,3,18,6.211444E-02,1.038618E+00,1.873000E-03,2.183663E+00,7.278875E-01,4.090000E-03
32,3,36,6.211444E-02,1.038618E+00,2.780000E-03,1.471223E+00,4.904077E-01,4.090000E-03
32,4,1,6.221244E-02,1.043379E+00,1.462000E-03,2.797538E+00,6.993844E-01,4.090000E-03
32,4,2,6.221244E-02,1.043379E+00,1.734000E-03,2.358708E+00,5.896770E-01,4.090000E-03
32,4,3,6.221244E-02,1.043379E+00,4.694000E-03,8.713251E-01,2.178313E-01,4.090000E-03
32,4,4,6.201675E-02,1.038618E+00,1.193000E-03,3.428332E+00,8.570830E-01,4.090000E-03
32,4,6,6.201675E-02,1.043379E+00,5.144500E-02,7.950238E-02,1.987560E-02,4.090000E-03
32,4,8,6.221244E-02,1.038172E+00,4.338200E-02,9.427873E-02,2.356968E-02,4.090000E-03
32,4,12,6.221244E-02,1.038618E+00,1.565000E-03,2.613419E+00,6.533546E-01,4.090000E-03
32,4,16,6.221244E-02,1.043379E+00,1.777000E-03,2.301632E+00,5.754080E-01,4.090000E-03
32,4,18,6.211444E-02,1.043379E+00,1.952000E-03,2.095287E+00,5.238217E-01,4.090000E-03
32,4,36,6.211444E-02,1.038618E+00,3.061000E-03,1.336165E+00,3.340412E-01,4.090000E-03
32,6,1,6.221244E-02,1.043379E+00,9.330000E-04,4.383708E+00,7.306181E-01,4.090000E-03
32,6,2,6.211444E-02,1.043379E+00,4.457000E-03,9.176576E-01,1.529429E-01,4.090000E-03
32,6,3,6.211444E-02,1.043379E+00,7.675000E-03,5.328990E-01,8.881650E-02,4.090000E-03
32,6,4,6.211444E-02,1.043379E+00,1.628400E-02,2.511668E-01,4.186113E-02,4.090000E-03
32,6,6,6.201675E-02,1.038618E+00,6.291800E-02,6.500524E-02,1.083421E-02,4.090000E-03
32,6,8,6.211444E-02,1.028262E+00,9.073500E-02,4.507632E-02,7.512720E-03,4.090000E-03
32,6,12,6.221244E-02,1.043379E+00,1.099800E-02,3.718858E-01,6.198097E-02,4.090000E-03
32,6,16,6.221244E-02,1.043379E+00,1.904000E-03,2.148109E+00,3.580182E-01,4.090000E-03
32,6,18,6.221244E-02,1.043379E+00,1.106400E-02,3.696674E-01,6.161123E-02,4.090000E-03
32,6,36,6.221244E-02,1.043379E+00,3.448000E-03,1.186195E+00,1.976991E-01,4.090000E-03
32,8,1,6.221244E-02,1.043379E+00,7.960000E-04,5.138191E+00,6.422739E-01,4.090000E-03
32,8,2,6.221244E-02,1.038618E+00,1.178400E-02,3.470808E-01,4.338510E-02,4.090000E-03
32,8,3,6.221244E-02,1.043379E+00,2.113700E-02,1.934996E-01,2.418744E-02,4.090000E-03
32,8,4,6.221244E-02,1.043379E+00,3.955300E-02,1.034056E-01,1.292569E-02,4.090000E-03
32,8,6,6.211444E-02,1.038618E+00,9.984000E-02,4.096554E-02,5.120693E-03,4.090000E-03
32,8,8,6.221244E-02,1.038172E+00,1.717290E-01,2.381659E-02,2.977074E-03,4.090000E-03
32,8,12,6.221244E-02,1.043379E+00,1.540800E-02,2.654465E-01,3.318082E-02,4.090000E-03
32,8,16,6.221244E-02,1.038618E+00,2.695100E-02,1.517569E-01,1.896961E-02,4.090000E-03
32,8,18,6.221244E-02,1.043379E+00,2.103800E-02,1.944101E-01,2.430126E-02,4.090000E-03
32,8,36,6.221244E-02,1.043379E+00,1.610900E-02,2.538953E-01,3.173692E-02,4.090000E-03
32,12,1,6.221244E-02,1.043379E+00,9.200000E-04,4.445652E+00,3.704710E-01,4.090000E-03
32,12,2,6.221244E-02,1.043379E+00,1.600200E-02,2.555931E-01,2.129942E-02,4.090000E-03
32,12,3,6.211444E-02,1.043379E+00,3.306700E-02,1.236883E-01,1.030736E-02,4.090000E-03
32,12,4,6.211444E-02,1.038618E+00,7.340100E-02,5.572131E-02,4.643443E-03,4.090000E-03
32,12,6,6.221244E-02,1.038172E+00,1.698500E-01,2.408007E-02,2.006673E-03,4.090000E-03
32,12,8,6.221244E-02,1.043379E+00,2.178950E-01,1.877051E-02,1.564209E-03,4.090000E-03
32,12,12,6.221244E-02,1.043379E+00,4.095600E-02,9.986327E-02,8.321939E-03,4.090000E-03
32,12,16,6.221244E-02,1.043379E+00,7.765400E-02,5.266953E-02,4.389128E-03,4.090000E-03
32,12,18,6.221244E-02,1.043379E+00,4.164100E-02,9.822050E-02,8.185042E-03,4.090000E-03
32,12,36,6.221244E-02,1.043379E+00,8.065900E-02,5.070730E-02,4.225608E-03,4.090000E-03
32,16,1,6.221244E-02,1.043379E+00,8.110000E-04,5.043157E+00,3.151973E-01,4.090000E-03
32,16,2,6.211444E-02,1.043379E+00,3.429700E-02,1.192524E-01,7.453276E-03,4.090000E-03
32,16,3,6.221244E-02,1.043379E+00,8.166400E-02,5.008327E-02,3.130204E-03,4.090000E-03
32,16,4,6.221244E-02,1.043379E+00,1.434780E-01,2.850611E-02,1.781632E-03,4.090000E-03
32,16,6,6.221244E-02,1.043379E+00,2.214170E-01,1.847193E-02,1.154496E-03,4.090000E-03
32,16,8,6.221244E-02,1.043379E+00,3.023050E-01,1.352938E-02,8.455864E-04,4.090000E-03
32,16,12,6.221244E-02,1.043379E+00,6.536900E-02,6.256788E-02,3.910493E-03,4.090000E-03
32,16,16,6.221244E-02,1.043379E+00,9.621500E-02,4.250896E-02,2.656810E-03,4.090000E-03
32,16,18,6.221244E-02,1.043379E+00,1.369770E-01,2.985903E-02,1.866189E-03,4.090000E-03
32,16,36,6.221244E-02,1.043379E+00,1.264350E-01,3.234864E-02,2.021790E-03,4.090000E-03
32,18,1,6.221244E-02,1.043379E+00,7.350000E-04,5.564626E+00,3.091459E-01,4.090000E-03
32,18,2,6.211444E-02,1.043379E+00,5.378100E-02,7.604916E-02,4.224953E-03,4.090000E-03
32,18,3,6.221244E-02,1.043379E+00,1.139400E-01,3.589609E-02,1.994227E-03,4.090000E-03
32,18,4,6.221244E-02,1.043379E+00,1.596400E-01,2.562015E-02,1.423341E-03,4.090000E-03
32,18,6,6.221244E-02,1.043379E+00,3.247030E-01,1.259613E-02,6.997848E-04,4.090000E-03
32,18,8,6.221244E-02,1.043379E+00,3.592530E-01,1.138473E-02,6.324852E-04,4.090000E-03
32,18,12,6.221244E-02,1.043379E+00,1.468390E-01,2.785364E-02,1.547424E-03,4.090000E-03
32,18,16,6.221244E-02,1.043379E+00,1.339680E-01,3.052968E-02,1.696093E-03,4.090000E-03
32,18,18,6.221244E-02,1.043379E+00,1.944730E-01,2.103120E-02,1.168400E-03,4.090000E-03
32,18,36,6.221244E-02,1.043379E+00,1.079300E-01,3.789493E-02,2.105274E-03,4.090000E-03
32,36,1,6.221244E-02,1.043379E+00,5.219950E-01,7.835324E-03,2.176479E-04,4.090000E-03
32,36,2,6.221244E-02,1.043379E+00,5.578930E-01,7.331155E-03,2.036432E-04,4.090000E-03
32,36,3,6.221244E-02,1.043379E+00,6.051200E-01,6.758990E-03,1.877497E-04,4.090000E-03
32,36,4,6.221244E-02,1.043379E+00,7.930000E-01,5.157629E-03,1.432675E-04,4.090000E-03
32,36,6,6.221244E-02,1.043379E+00,1.042624E+00,3.922795E-03,1.089665E-04,4.090000E-03
32,36,8,6.221244E-02,1.043379E+00,1.333181E+00,3.067851E-03,8.521807E-05,4.090000E-03
32,36,12,6.221244E-02,1.043379E+00,1.696062E+00,2.411468E-03,6.698523E-05,4.090000E-03
32,36,16,6.221244E-02,1.043379E+00,2.434785E+00,1.679820E-03,4.666166E-05,4.090000E-03
32,36,18,6.221244E-02,1.043379E+00,2.582879E+00,1.583504E-03,4.398623E-05,4.090000E-03
32,36,36,6.221244E-02,1.043379E+00,5.344170E-01,7.653200E-03,2.125889E-04,4.090000E-03
64,1,2,6.242807E-02,1.045246E+00,1.249700E-02,1.570937E+00,1.570937E+00,1.963200E-02
64,1,3,6.242807E-02,1.043939E+00,1.003600E-02,1.956158E+00,1.956158E+00,1.963200E-02
64,1,4,6.240352E-02,1.045246E+00,7.519000E-03,2.610986E+00,2.610986E+00,1.963200E-02
64,1,6,6.233067E-02,1.043939E+00,5.466000E-03,3.591658E+00,3.591658E+00,1.963200E-02
64,1,8,6.240352E-02,1.041250E+00,4.654000E-03,4.218307E+00,4.218307E+00,1.963200E-02
64,1,12,6.242807E-02,1.045246E+00,6.380000E-03,3.077116E+00,3.077116E+00,1.963200E-02
64,1,16,6.240352E-02,1.044056E+00,5.165000E-03,3.800968E+00,3.800968E+00,1.963200E-02
64,1,18,6.237899E-02,1.043939E+00,5.090000E-03,3.856974E+00,3.856974E+00,1.963200E-02
64,1,36,6.237899E-02,1.037334E+00,6.161000E-03,3.186496E+00,3.186496E+00,1.963200E-02
64,2,1,6.242807E-02,1.045246E+00,1.114900E-02,1.760875E+00,8.804377E-01,1.963200E-02
64,2,2,6.240352E-02,1.044056E+00,5.914000E-03,3.319581E+00,1.659790E+00,1.963200E-02
64,2,3,6.240352E-02,1.042433E+00,5.468000E-03,3.590344E+00,1.795172E+00,1.963200E-02
64,2,4,6.242807E-02,1.041250E+00,5.549000E-03,3.537935E+00,1.768967E+00,1.963200E-02
64,2,6,6.230618E-02,1.044056E+00,1.505400E-02,1.304105E+00,6.520526E-01,1.963200E-02
64,2,8,6.242807E-02,1.044056E+00,4.364100E-02,4.498522E-01,2.249261E-01,1.963200E-02
64,2,12,6.225682E-02,1.043939E+00,4.618000E-03,4.251191E+00,2.125595E+00,1.963200E-02
64,2,16,6.240352E-02,1.044056E+00,5.253000E-03,3.737293E+00,1.868646E+00,1.963200E-02
64,2,18,6.240352E-02,1.044056E+00,6.043000E-03,3.248718E+00,1.624359E+00,1.963200E-02
64,2,36,6.242807E-02,1.045246E+00,5.998000E-03,3.273091E+00,1.636546E+00,1.963200E-02
64,3,1,6.242807E-02,1.045246E+00,7.568000E-03,2.594080E+00,8.646934E-01,1.963200E-02
64,3,2,6.242807E-02,1.045246E+00,5.199000E-03,3.776111E+00,1.258704E+00,1.963200E-02
64,3,3,6.242807E-02,1.045246E+00,3.556000E-03,5.520810E+00,1.840270E+00,1.963200E-02
64,3,4,6.242807E-02,1.045246E+00,3.064000E-03,6.407311E+00,2.135770E+00,1.963200E-02
64,3,6,6.240352E-02,1.042433E+00,2.002000E-02,9.806194E-01,3.268731E-01,1.963200E-02
64,3,8,6.230618E-02,1.042433E+00,3.351600E-02,5.857501E-01,1.952500E-01,1.963200E-02
64,3,12,6.233067E-02,1.044056E+00,3.449000E-03,5.692085E+00,1.897362E+00,1.963200E-02
64,3,16,6.240352E-02,1.037580E+00,4.251000E-03,4.618207E+00,1.539402E+00,1.963200E-02
64,3,18,6.233067E-02,1.045246E+00,3.809000E-03,5.154109E+00,1.718036E+00,1.963200E-02
64,3,36,6.233067E-02,1.044056E+00,5.296000E-03,3.706949E+00,1.235650E+00,1.963200E-02
64,4,1,6.242807E-02,1.045246E+00,5.580000E-03,3.518280E+00,8.795699E-01,1.963200E-02
64,4,2,6.240352E-02,1.045246E+00,4.274000E-03,4.593355E+00,1.148339E+00,1.963200E-02
64,4,3,6.242807E-02,1.044056E+00,6.892000E-03,2.848520E+00,7.121300E-01,1.963200E-02
64,4,4,6.240352E-02,1.043939E+00,5.691000E-03,3.449657E+00,8.624143E-01,1.963200E-02
64,4,6,6.240352E-02,1.043939E+00,3.921600E-02,5.006120E-01,1.251530E-01,1.963200E-02
64,4,8,6.174668E-02,1.040371E+00,5.175700E-02,3.793110E-01,9.482775E-02,1.963200E-02
64,4,12,6.237899E-02,1.045246E+00,3.334000E-03,5.888422E+00,1.472106E+00,1.963200E-02
64,4,16,6.240352E-02,1.043939E+00,3.230000E-03,6.078019E+00,1.519505E+00,1.963200E-02
64,4,18,6.233067E-02,1.044056E+00,3.293000E-03,5.961737E+00,1.490434E+00,1.963200E-02
64,4,36,6.242807E-02,1.044056E+00,1.586400E-02,1.237519E+00,3.093797E-01,1.963200E-02
64,6,1,6.242807E-02,1.045246E+00,3.785000E-03,5.186790E+00,8.644650E-01,1.963200E-02
64,6,2,6.237899E-02,1.045246E+00,5.405000E-03,3.632192E+00,6.053654E-01,1.963200E-02
64,6,3,6.237899E-02,1.042433E+00,6.030000E-03,3.255721E+00,5.426202E-01,1.963200E-02
64,6,4,6.242807E-02,1.043939E+00,1.385300E-02,1.417166E+00,2.361943E-01,1.963200E-02
64,6,6,6.242807E-02,1.045246E+00,6.398800E-02,3.068075E-01,5.113459E-02,1.963200E-02
64,6,8,6.242807E-02,1.044056E+00,9.378500E-02,2.093299E-01,3.488831E-02,1.963200E-02
64,6,12,6.240352E-02,1.045246E+00,3.998000E-03,4.910455E+00,8.184092E-01,1.963200E-02
64,6,16,6.242807E-02,1.044056E+00,3.516000E-03,5.583618E+00,9.306030E-01,1.963200E-02
64,6,18,6.230618E-02,1.041250E+00,3.826000E-03,5.131208E+00,8.552013E-01,1.963200E-02
64,6,36,6.242807E-02,1.034202E+00,3.026800E-02,6.486058E-01,1.081010E-01,1.963200E-02
64,8,1,6.242807E-02,1.045246E+00,2.752000E-03,7.133721E+00,8.917151E-01,1.963200E-02
64,8,2,6.240352E-02,1.043939E+00,6.163000E-03,3.185462E+00,3.981827E-01,1.963200E-02
64,8,3,6.240352E-02,1.044056E+00,1.912400E-02,1.026563E+00,1.283204E-01,1.963200E-02
64,8,4,6.242807E-02,1.042433E+00,4.510500E-02,4.352511E-01,5.440639E-02,1.963200E-02
64,8,6,6.242807E-02,1.045246E+00,9.953200E-02,1.972431E-01,2.465539E-02,1.963200E-02
64,8,8,6.242807E-02,1.045246E+00,1.480580E-01,1.325967E-01,1.657459E-02,1.963200E-02
64,8,12,6.242807E-02,1.044056E+00,4.038100E-02,4.861692E-01,6.077115E-02,1.963200E-02
64,8,16,6.242807E-02,1.045246E+00,1.607200E-02,1.221503E+00,1.526879E-01,1.963200E-02
64,8,18,6.242807E-02,1.045246E+00,5.472900E-02,3.587129E-01,4.483912E-02,1.963200E-02
64,8,36,6.233067E-02,1.045246E+00,1.295900E-02,1.514932E+00,1.893665E-01,1.963200E-02
