n,p,th,u,e,Tp,Sp=T1/Tp,eff=Sp/p,T1
512,4,16,6.249849E-02,1.046871E+00,1.092380E-01,4.341209E+00,1.085302E+00,4.742250E-01
512,4,18,6.249582E-02,1.046871E+00,1.155530E-01,4.103961E+00,1.025990E+00,4.742250E-01
512,4,36,6.249735E-02,1.046854E+00,1.254680E-01,3.779649E+00,9.449122E-01,4.742250E-01
512,6,1,6.249888E-02,1.046871E+00,1.717300E-01,2.761457E+00,4.602428E-01,4.742250E-01
512,6,2,6.249888E-02,1.046854E+00,1.642660E-01,2.886933E+00,4.811556E-01,4.742250E-01
512,6,3,6.249888E-02,1.046871E+00,1.414380E-01,3.352883E+00,5.588138E-01,4.742250E-01
512,6,4,6.249811E-02,1.046854E+00,1.741470E-01,2.723130E+00,4.538551E-01,4.742250E-01
512,6,6,6.249200E-02,1.046871E+00,2.029120E-01,2.337097E+00,3.895161E-01,4.742250E-01
512,6,8,6.249697E-02,1.046853E+00,2.293210E-01,2.067953E+00,3.446588E-01,4.742250E-01
512,6,12,6.249888E-02,1.046871E+00,1.462350E-01,3.242897E+00,5.404828E-01,4.742250E-01
512,6,16,6.248322E-02,1.046774E+00,1.299910E-01,3.648137E+00,6.080229E-01,4.742250E-01
512,6,18,6.249620E-02,1.046851E+00,1.380160E-01,3.436015E+00,5.726691E-01,4.742250E-01
512,6,36,6.249735E-02,1.046795E+00,1.395670E-01,3.397830E+00,5.663051E-01,4.742250E-01
512,8,1,6.249888E-02,1.046871E+00,1.984780E-01,2.389308E+00,2.986635E-01,4.742250E-01
512,8,2,6.249888E-02,1.046871E+00,1.819380E-01,2.606520E+00,3.258150E-01,4.742250E-01
512,8,3,6.249888E-02,1.046871E+00,1.883970E-01,2.517158E+00,3.146447E-01,4.742250E-01
512,8,4,6.249735E-02,1.046795E+00,2.005280E-01,2.364882E+00,2.956102E-01,4.742250E-01
512,8,6,6.249888E-02,1.046871E+00,2.465970E-01,1.923077E+00,2.403846E-01,4.742250E-01
512,8,8,6.249849E-02,1.046871E+00,3.494530E-01,1.357049E+00,1.696312E-01,4.742250E-01
512,8,12,6.249849E-02,1.046853E+00,1.884680E-01,2.516210E+00,3.145262E-01,4.742250E-01
512,8,16,6.249811E-02,1.046853E+00,1.703480E-01,2.783860E+00,3.479825E-01,4.742250E-01
512,8,18,6.249888E-02,1.046871E+00,1.747870E-01,2.713159E+00,3.391449E-01,4.742250E-01
512,8,36,6.249888E-02,1.046853E+00,1.954130E-01,2.426783E+00,3.033479E-01,4.742250E-01
512,12,1,6.249888E-02,1.046871E+00,2.538640E-01,1.868028E+00,1.556690E-01,4.742250E-01
512,12,2,6.249888E-02,1.046854E+00,2.625940E-01,1.805925E+00,1.504937E-01,4.742250E-01
512,12,3,6.249583E-02,1.046871E+00,2.779390E-01,1.706220E+00,1.421850E-01,4.742250E-01
512,12,4,6.249697E-02,1.046851E+00,3.043590E-01,1.558111E+00,1.298426E-01,4.742250E-01
512,12,6,6.249849E-02,1.046854E+00,3.776840E-01,1.255613E+00,1.046344E-01,4.742250E-01
512,12,8,6.249888E-02,1.046871E+00,4.566580E-01,1.038469E+00,8.653905E-02,4.742250E-01
512,12,12,6.249888E-02,1.046871E+00,2.506720E-01,1.891815E+00,1.576512E-01,4.742250E-01
512,12,16,6.249849E-02,1.046853E+00,2.467350E-01,1.922001E+00,1.601668E-01,4.742250E-01
512,12,18,6.249697E-02,1.046853E+00,2.590200E-01,1.830843E+00,1.525703E-01,4.742250E-01
512,12,36,6.249735E-02,1.046871E+00,2.863070E-01,1.656351E+00,1.380293E-01,4.742250E-01
512,16,1,6.249888E-02,1.046871E+00,3.864730E-01,1.227059E+00,7.669116E-02,4.742250E-01
512,16,2,6.249888E-02,1.046871E+00,4.044300E-01,1.172576E+00,7.328601E-02,4.742250E-01
512,16,3,6.249888E-02,1.046871E+00,4.498390E-01,1.054211E+00,6.588816E-02,4.742250E-01
512,16,4,6.249888E-02,1.046871E+00,5.073550E-01,9.347006E-01,5.841878E-02,4.742250E-01
512,16,6,6.249888E-02,1.046871E+00,5.969130E-01,7.944625E-01,4.965391E-02,4.742250E-01
512,16,8,6.249888E-02,1.046871E+00,7.256050E-01,6.535581E-01,4.084738E-02,4.742250E-01
512,16,12,6.249888E-02,1.046871E+00,4.728680E-01,1.002870E+00,6.267936E-02,4.742250E-01
512,16,16,6.249582E-02,1.046851E+00,4.612320E-01,1.028170E+00,6.426064E-02,4.742250E-01
512,16,18,6.249849E-02,1.046795E+00,4.723430E-01,1.003984E+00,6.274902E-02,4.742250E-01
512,16,36,6.249888E-02,1.046853E+00,4.851650E-01,9.774510E-01,6.109069E-02,4.742250E-01
512,18,1,6.249888E-02,1.046871E+00,4.286670E-01,1.106278E+00,6.145991E-02,4.742250E-01
512,18,2,6.249888E-02,1.046836E+00,4.543190E-01,1.043815E+00,5.798972E-02,4.742250E-01
512,18,3,6.249888E-02,1.046871E+00,4.946540E-01,9.587004E-01,5.326113E-02,4.742250E-01
512,18,4,6.249888E-02,1.046851E+00,5.931540E-01,7.994973E-01,4.441651E-02,4.742250E-01
512,18,6,6.249888E-02,1.046871E+00,6.978980E-01,6.795047E-01,3.775026E-02,4.742250E-01
512,18,8,6.249888E-02,1.046853E+00,7.706870E-01,6.153276E-01,3.418487E-02,4.742250E-01
512,18,12,6.249888E-02,1.046853E+00,5.187820E-01,9.141123E-01,5.078402E-02,4.742250E-01
512,18,16,6.249849E-02,1.046851E+00,5.012700E-01,9.460470E-01,5.255817E-02,4.742250E-01
512,18,18,6.249620E-02,1.046871E+00,5.525190E-01,8.582963E-01,4.768313E-02,4.742250E-01
512,18,36,6.249888E-02,1.046871E+00,5.512550E-01,8.602643E-01,4.779246E-02,4.742250E-01
512,36,1,6.249888E-02,1.046871E+00,3.020885E+00,1.569821E-01,4.360615E-03,4.742250E-01
512,36,2,6.249888E-02,1.046871E+00,3.096748E+00,1.531365E-01,4.253790E-03,4.742250E-01
512,36,3,6.249888E-02,1.046871E+00,3.016856E+00,1.571918E-01,4.366439E-03,4.742250E-01
512,36,4,6.249888E-02,1.046871E+00,3.315416E+00,1.430363E-01,3.973232E-03,4.742250E-01
512,36,6,6.249888E-02,1.046871E+00,3.567825E+00,1.329171E-01,3.692142E-03,4.742250E-01
512,36,8,6.249888E-02,1.046871E+00,3.647378E+00,1.300181E-01,3.611613E-03,4.742250E-01
512,36,12,6.249888E-02,1.046871E+00,4.341094E+00,1.092409E-01,3.034469E-03,4.742250E-01
512,36,16,6.249888E-02,1.046871E+00,4.879189E+00,9.719341E-02,2.699817E-03,4.742250E-01
512,36,18,6.249888E-02,1.046871E+00,5.074341E+00,9.345549E-02,2.595986E-03,4.742250E-01
512,36,36,6.249888E-02,1.046871E+00,3.280182E+00,1.445728E-01,4.015910E-03,4.742250E-01
1024,1,2,6.249962E-02,1.046972E+00,1.091836E+00,1.750500E+00,1.750500E+00,1.911259E+00
1024,1,3,6.249972E-02,1.046957E+00,7.517820E-01,2.542305E+00,2.542305E+00,1.911259E+00
1024,1,4,6.249972E-02,1.046972E+00,5.854290E-01,3.264715E+00,3.264715E+00,1.911259E+00
1024,1,6,6.249962E-02,1.046965E+00,5.434470E-01,3.516919E+00,3.516919E+00,1.911259E+00
1024,1,8,6.249972E-02,1.046957E+00,3.661860E-01,5.219367E+00,5.219367E+00,1.911259E+00
1024,1,12,6.249962E-02,1.046957E+00,4.734700E-01,4.036706E+00,4.036706E+00,1.911259E+00
1024,1,16,6.249934E-02,1.046972E+00,3.802890E-01,5.025807E+00,5.025807E+00,1.911259E+00
1024,1,18,6.249800E-02,1.046945E+00,3.930360E-01,4.862809E+00,4.862809E+00,1.911259E+00
1024,1,36,6.249790E-02,1.046976E+00,4.591290E-01,4.162793E+00,4.162793E+00,1.911259E+00
1024,2,1,6.249972E-02,1.046976E+00,9.952110E-01,1.920456E+00,9.602280E-01,1.911259E+00
1024,2,2,6.249972E-02,1.046976E+00,6.029930E-01,3.169621E+00,1.584810E+00,1.911259E+00
1024,2,3,6.249972E-02,1.046965E+00,4.231200E-01,4.517061E+00,2.258531E+00,1.911259E+00
1024,2,4,6.249972E-02,1.046971E+00,3.304390E-01,5.783999E+00,2.892000E+00,1.911259E+00
1024,2,6,6.249962E-02,1.046957E+00,2.508450E-01,7.619283E+00,3.809641E+00,1.911259E+00
1024,2,8,6.249800E-02,1.046946E+00,2.153310E-01,8.875912E+00,4.437956E+00,1.911259E+00
1024,2,12,6.249867E-02,1.046933E+00,2.496450E-01,7.655907E+00,3.827954E+00,1.911259E+00
1024,2,16,6.249953E-02,1.046933E+00,2.172320E-01,8.798239E+00,4.399119E+00,1.911259E+00
1024,2,18,6.249924E-02,1.046957E+00,2.443460E-01,7.821937E+00,3.910968E+00,1.911259E+00
1024,2,36,6.249924E-02,1.046957E+00,2.534220E-01,7.541804E+00,3.770902E+00,1.911259E+00
1024,3,1,6.249972E-02,1.046976E+00,6.841140E-01,2.793773E+00,9.312576E-01,1.911259E+00
1024,3,2,6.249972E-02,1.046961E+00,4.682130E-01,4.082029E+00,1.360676E+00,1.911259E+00
1024,3,3,6.249972E-02,1.046961E+00,3.992780E-01,4.786788E+00,1.595596E+00,1.911259E+00
1024,3,4,6.249962E-02,1.046976E+00,3.001330E-01,6.368040E+00,2.122680E+00,1.911259E+00
1024,3,6,6.249895E-02,1.046933E+00,3.523480E-01,5.424350E+00,1.808117E+00,1.911259E+00
1024,3,8,6.249934E-02,1.046865E+00,3.918050E-01,4.878087E+00,1.626029E+00,1.911259E+00
1024,3,12,6.249896E-02,1.046945E+00,3.304040E-01,5.784612E+00,1.928204E+00,1.911259E+00
1024,3,16,6.249848E-02,1.046976E+00,3.645640E-01,5.242588E+00,1.747529E+00,1.911259E+00
1024,3,18,6.249790E-02,1.046956E+00,3.423060E-01,5.583481E+00,1.861160E+00,1.911259E+00
1024,3,36,6.249495E-02,1.046932E+00,4.394560E-01,4.349148E+00,1.449716E+00,1.911259E+00
1024,4,1,6.249972E-02,1.046976E+00,5.576650E-01,3.427253E+00,8.568132E-01,1.911259E+00
1024,4,2,6.249972E-02,1.046976E+00,4.702480E-01,4.064364E+00,1.016091E+00,1.911259E+00
1024,4,3,6.249962E-02,1.046976E+00,3.671050E-01,5.206301E+00,1.301575E+00,1.911259E+00
1024,4,4,6.249953E-02,1.046972E+00,2.874770E-01,6.648389E+00,1.662097E+00,1.911259E+00
1024,4,6,6.249953E-02,1.046965E+00,3.184180E-01,6.002359E+00,1.500590E+00,1.911259E+00
1024,4,8,6.249924E-02,1.046536E+00,3.082810E-01,6.199730E+00,1.549933E+00,1.911259E+00
1024,4,12,6.249934E-02,1.046957E+00,2.726920E-01,7.008856E+00,1.752214E+00,1.911259E+00
1024,4,16,6.249781E-02,1.046933E+00,2.678350E-01,7.135957E+00,1.783989E+00,1.911259E+00
1024,4,18,6.249838E-02,1.046932E+00,2.418950E-01,7.901193E+00,1.975298E+00,1.911259E+00
1024,4,36,6.249972E-02,1.046976E+00,3.424000E-01,5.581948E+00,1.395487E+00,1.911259E+00
1024,6,1,6.249972E-02,1.046976E+00,4.181670E-01,4.570564E+00,7.617607E-01,1.911259E+00
1024,6,2,6.249972E-02,1.046972E+00,3.869370E-01,4.939458E+00,8.232430E-01,1.911259E+00
1024,6,3,6.249962E-02,1.046976E+00,2.701700E-01,7.074283E+00,1.179047E+00,1.911259E+00
1024,6,4,6.249972E-02,1.046971E+00,3.319150E-01,5.758278E+00,9.597131E-01,1.911259E+00
1024,6,6,6.249962E-02,1.046949E+00,3.163910E-01,6.040813E+00,1.006802E+00,1.911259E+00
1024,6,8,6.248990E-02,1.046932E+00,3.493190E-01,5.471386E+00,9.118976E-01,1.911259E+00
1024,6,12,6.249896E-02,1.046961E+00,2.702230E-01,7.072895E+00,1.178816E+00,1.911259E+00
1024,6,16,6.249924E-02,1.046976E+00,2.715340E-01,7.038747E+00,1.173124E+00,1.911259E+00
1024,6,18,6.249705E-02,1.046897E+00,2.686840E-01,7.113408E+00,1.185568E+00,1.911259E+00
1024,6,36,6.249962E-02,1.046976E+00,2.743380E-01,6.966804E+00,1.161134E+00,1.911259E+00
1024,8,1,6.249972E-02,1.046976E+00,4.108080E-01,4.652439E+00,5.815548E-01,1.911259E+00
1024,8,2,6.249972E-02,1.046976E+00,3.809970E-01,5.016467E+00,6.270584E-01,1.911259E+00
1024,8,3,6.249962E-02,1.046965E+00,3.535580E-01,5.405786E+00,6.757233E-01,1.911259E+00
1024,8,4,6.249924E-02,1.046971E+00,3.636790E-01,5.255346E+00,6.569183E-01,1.911259E+00
1024,8,6,6.249962E-02,1.046976E+00,3.853640E-01,4.959620E+00,6.199525E-01,1.911259E+00
1024,8,8,6.249972E-02,1.046976E+00,4.400700E-01,4.343080E+00,5.428849E-01,1.911259E+00
1024,8,12,6.249934E-02,1.046971E+00,2.991920E-01,6.388069E+00,7.985086E-01,1.911259E+00
1024,8,16,6.249962E-02,1.046957E+00,3.204240E-01,5.964781E+00,7.455976E-01,1.911259E+00
1024,8,18,6.249962E-02,1.046971E+00,3.103830E-01,6.157744E+00,7.697180E-01,1.911259E+00
1024,8,36,6.249962E-02,1.046976E+00,3.263420E-01,5.856614E+00,7.320767E-01,1.911259E+00
1024,12,1,6.249972E-02,1.046976E+00,4.295470E-01,4.449476E+00,3.707897E-01,1.911259E+00
1024,12,2,6.249972E-02,1.046972E+00,4.523520E-01,4.225159E+00,3.520966E-01,1.911259E+00
1024,12,3,6.249962E-02,1.046976E+00,4.327370E-01,4.416676E+00,3.680563E-01,1.911259E+00
1024,12,4,6.249962E-02,1.046922E+00,4.618980E-01,4.137838E+00,3.448198E-01,1.911259E+00
1024,12,6,6.249953E-02,1.046956E+00,5.262610E-01,3.631770E+00,3.026475E-01,1.911259E+00
1024,12,8,6.249972E-02,1.046976E+00,6.176350E-01,3.094480E+00,2.578733E-01,1.911259E+00
1024,12,12,6.249972E-02,1.046972E+00,3.969920E-01,4.814351E+00,4.011960E-01,1.911259E+00
1024,12,16,6.249962E-02,1.046976E+00,3.938140E-01,4.853202E+00,4.044335E-01,1.911259E+00
1024,12,18,6.249972E-02,1.046976E+00,3.833980E-01,4.985052E+00,4.154210E-01,1.911259E+00
1024,12,36,6.249972E-02,1.046956E+00,4.159880E-01,4.594505E+00,3.828754E-01,1.911259E+00
1024,16,1,6.249972E-02,1.046976E+00,5.135870E-01,3.721393E+00,2.325871E-01,1.911259E+00
1024,16,2,6.249972E-02,1.046976E+00,7.090730E-01,2.695433E+00,1.684646E-01,1.911259E+00
1024,16,3,6.249972E-02,1.046976E+00,5.715570E-01,3.343952E+00,2.089970E-01,1.911259E+00
1024,16,4,6.249962E-02,1.046976E+00,6.155240E-01,3.105093E+00,1.940683E-01,1.911259E+00
1024,16,6,6.249972E-02,1.046976E+00,6.709170E-01,2.848726E+00,1.780454E-01,1.911259E+00
1024,16,8,6.249972E-02,1.046976E+00,7.882380E-01,2.424723E+00,1.515452E-01,1.911259E+00
1024,16,12,6.249962E-02,1.046961E+00,5.122780E-01,3.730902E+00,2.331814E-01,1.911259E+00
1024,16,16,6.249972E-02,1.046976E+00,6.670340E-01,2.865310E+00,1.790819E-01,1.911259E+00
1024,16,18,6.249962E-02,1.046976E+00,5.811780E-01,3.288595E+00,2.055372E-01,1.911259E+00
1024,16,36,6.249962E-02,1.046976E+00,5.478420E-01,3.488705E+00,2.180440E-01,1.911259E+00
1024,18,1,6.249972E-02,1.046976E+00,5.271230E-01,3.625831E+00,2.014351E-01,1.911259E+00
1024,18,2,6.249972E-02,1.046972E+00,5.469500E-01,3.494394E+00,1.941330E-01,1.911259E+00
1024,18,3,6.249972E-02,1.046976E+00,6.073230E-01,3.147022E+00,1.748346E-01,1.911259E+00
1024,18,4,6.249972E-02,1.046976E+00,6.462860E-01,2.957296E+00,1.642942E-01,1.911259E+00
1024,18,6,6.249972E-02,1.046976E+00,7.662440E-01,2.494322E+00,1.385734E-01,1.911259E+00
1024,18,8,6.249972E-02,1.046976E+00,8.885780E-01,2.150919E+00,1.194955E-01,1.911259E+00
1024,18,12,6.249962E-02,1.046976E+00,7.051180E-01,2.710552E+00,1.505862E-01,1.911259E+00
1024,18,16,6.249972E-02,1.046976E+00,6.090500E-01,3.138099E+00,1.743388E-01,1.911259E+00
1024,18,18,6.249934E-02,1.046976E+00,5.437380E-01,3.515037E+00,1.952798E-01,1.911259E+00
1024,18,36,6.249953E-02,1.046976E+00,8.004220E-01,2.387814E+00,1.326563E-01,1.911259E+00
1024,36,1,6.249972E-02,1.046976E+00,3.095805E+00,6.173706E-01,1.714918E-02,1.911259E+00
1024,36,2,6.249972E-02,1.046976E+00,3.133033E+00,6.100347E-01,1.694541E-02,1.911259E+00
1024,36,3,6.249972E-02,1.046976E+00,3.427030E+00,5.577013E-01,1.549170E-02,1.911259E+00
1024,36,4,6.249972E-02,1.046976E+00,3.497463E+00,5.464701E-01,1.517973E-02,1.911259E+00
1024,36,6,6.249972E-02,1.046976E+00,3.634608E+00,5.258501E-01,1.460695E-02,1.911259E+00
1024,36,8,6.249972E-02,1.046976E+00,3.771391E+00,5.067783E-01,1.407717E-02,1.911259E+00
1024,36,12,6.249972E-02,1.046976E+00,4.362472E+00,4.381138E-01,1.216983E-02,1.911259E+00
1024,36,16,6.249972E-02,1.046976E+00,4.789249E+00,3.990728E-01,1.108536E-02,1.911259E+00
1024,36,18,6.249972E-02,1.046976E+00,4.950787E+00,3.860516E-01,1.072365E-02,1.911259E+00
1024,36,36,6.249962E-02,1.046976E+00,3.250720E+00,5.879494E-01,1.633193E-02,1.911259E+00
2048,1,2,6.249993E-02,1.047022E+00,4.207406E+00,1.921419E+00,1.921419E+00,8.084189E+00
2048,1,3,6.249991E-02,1.047021E+00,2.988936E+00,2.704705E+00,2.704705E+00,8.084189E+00
2048,1,4,6.249993E-02,1.047022E+00,2.352501E+00,3.436423E+00,3.436423E+00,8.084189E+00
2048,1,6,6.249974E-02,1.047022E+00,1.755015E+00,4.606336E+00,4.606336E+00,8.084189E+00
2048,1,8,6.249940E-02,1.047023E+00,1.449012E+00,5.579104E+00,5.579104E+00,8.084189E+00
2048,1,12,6.249981E-02,1.047022E+00,1.494758E+00,5.408360E+00,5.408360E+00,8.084189E+00
2048,1,16,6.249976E-02,1.047012E+00,1.391065E+00,5.811511E+00,5.811511E+00,8.084189E+00
2048,1,18,6.249991E-02,1.047021E+00,1.365439E+00,5.920579E+00,5.920579E+00,8.084189E+00
2048,1,36,6.249952E-02,1.047007E+00,1.375820E+00,5.875906E+00,5.875906E+00,8.084189E+00
2048,2,1,6.249993E-02,1.047023E+00,4.088577E+00,1.977262E+00,9.886311E-01,8.084189E+00
2048,2,2,6.249991E-02,1.047023E+00,2.129742E+00,3.795854E+00,1.897927E+00,8.084189E+00
2048,2,3,6.249993E-02,1.047022E+00,1.614195E+00,5.008186E+00,2.504093E+00,8.084189E+00
2048,2,4,6.249988E-02,1.047023E+00,1.226062E+00,6.593622E+00,3.296811E+00,8.084189E+00
2048,2,6,6.249983E-02,1.047018E+00,9.145020E-01,8.839991E+00,4.419995E+00,8.084189E+00
2048,2,8,6.249948E-02,1.047022E+00,7.663770E-01,1.054858E+01,5.274290E+00,8.084189E+00
2048,2,12,6.249926E-02,1.047012E+00,8.772190E-01,9.215702E+00,4.607851E+00,8.084189E+00
2048,2,16,6.249991E-02,1.047013E+00,8.351670E-01,9.679728E+00,4.839864E+00,8.084189E+00
2048,2,18,6.249988E-02,1.047018E+00,7.417560E-01,1.089872E+01,5.449359E+00,8.084189E+00
2048,2,36,6.249981E-02,1.047022E+00,7.216190E-01,1.120285E+01,5.601425E+00,8.084189E+00
2048,3,1,6.249993E-02,1.047023E+00,2.926028E+00,2.762854E+00,9.209514E-01,8.084189E+00
2048,3,2,6.249991E-02,1.047023E+00,1.666849E+00,4.849983E+00,1.616661E+00,8.084189E+00
2048,3,3,6.249991E-02,1.047022E+00,1.268225E+00,6.374412E+00,2.124804E+00,8.084189E+00
2048,3,4,6.249988E-02,1.047018E+00,9.990080E-01,8.092216E+00,2.697405E+00,8.084189E+00
2048,3,6,6.249981E-02,1.047017E+00,1.046565E+00,7.724498E+00,2.574833E+00,8.084189E+00
2048,3,8,6.249976E-02,1.047021E+00,1.020750E+00,7.919852E+00,2.639951E+00,8.084189E+00
2048,3,12,6.249976E-02,1.046995E+00,1.034756E+00,7.812652E+00,2.604217E+00,8.084189E+00
2048,3,16,6.249991E-02,1.047023E+00,1.002780E+00,8.061777E+00,2.687259E+00,8.084189E+00
2048,3,18,6.249991E-02,1.047022E+00,1.017446E+00,7.945571E+00,2.648524E+00,8.084189E+00
2048,3,36,6.249952E-02,1.047023E+00,1.135488E+00,7.119572E+00,2.373191E+00,8.084189E+00
2048,4,1,6.249993E-02,1.047023E+00,2.144815E+00,3.769178E+00,9.422944E-01,8.084189E+00
2048,4,2,6.249993E-02,1.047021E+00,1.347390E+00,5.999888E+00,1.499972E+00,8.084189E+00
2048,4,3,6.249991E-02,1.047018E+00,1.019827E+00,7.927020E+00,1.981755E+00,8.084189E+00
2048,4,4,6.249981E-02,1.047021E+00,8.544850E-01,9.460890E+00,2.365223E+00,8.084189E+00
2048,4,6,6.249981E-02,1.047023E+00,8.633970E-01,9.363235E+00,2.340809E+00,8.084189E+00
2048,4,8,6.249981E-02,1.047018E+00,8.400920E-01,9.622981E+00,2.405745E+00,8.084189E+00
2048,4,12,6.249983E-02,1.047018E+00,7.553390E-01,1.070273E+01,2.675682E+00,8.084189E+00
2048,4,16,6.249974E-02,1.047022E+00,7.634200E-01,1.058944E+01,2.647360E+00,8.084189E+00
2048,4,18,6.249926E-02,1.047021E+00,8.235720E-01,9.816008E+00,2.454002E+00,8.084189E+00
2048,4,36,6.249948E-02,1.047011E+00,8.201510E-01,9.856952E+00,2.464238E+00,8.084189E+00
2048,6,1,6.249993E-02,1.047023E+00,1.521621E+00,5.312879E+00,8.854799E-01,8.084189E+00
2048,6,2,6.249993E-02,1.047023E+00,1.047806E+00,7.715349E+00,1.285892E+00,8.084189E+00
2048,6,3,6.249991E-02,1.047022E+00,7.861270E-01,1.028357E+01,1.713928E+00,8.084189E+00
2048,6,4,6.249976E-02,1.047023E+00,8.977060E-01,9.005386E+00,1.500898E+00,8.084189E+00
2048,6,6,6.249991E-02,1.047023E+00,8.255120E-01,9.792939E+00,1.632157E+00,8.084189E+00
2048,6,8,6.249929E-02,1.047004E+00,8.128000E-01,9.946099E+00,1.657683E+00,8.084189E+00
2048,6,12,6.249929E-02,1.047023E+00,7.934800E-01,1.018827E+01,1.698045E+00,8.084189E+00
2048,6,16,6.249991E-02,1.047022E+00,7.820400E-01,1.033731E+01,1.722885E+00,8.084189E+00
2048,6,18,6.249952E-02,1.047004E+00,7.294480E-01,1.108261E+01,1.847102E+00,8.084189E+00
2048,6,36,6.249948E-02,1.047023E+00,8.122210E-01,9.953189E+00,1.658865E+00,8.084189E+00
2048,8,1,6.249993E-02,1.047023E+00,1.305165E+00,6.193998E+00,7.742497E-01,8.084189E+00
2048,8,2,6.249993E-02,1.047023E+00,9.164960E-01,8.820758E+00,1.102595E+00,8.084189E+00
2048,8,3,6.249991E-02,1.047022E+00,9.190680E-01,8.796073E+00,1.099509E+00,8.084189E+00
2048,8,4,6.249981E-02,1.047021E+00,8.540970E-01,9.465188E+00,1.183149E+00,8.084189E+00
2048,8,6,6.249983E-02,1.047017E+00,8.500890E-01,9.509815E+00,1.188727E+00,8.084189E+00
2048,8,8,6.249981E-02,1.047018E+00,8.738610E-01,9.251115E+00,1.156389E+00,8.084189E+00
2048,8,12,6.249993E-02,1.047023E+00,8.379900E-01,9.647119E+00,1.205890E+00,8.084189E+00
2048,8,16,6.249983E-02,1.047018E+00,8.369920E-01,9.658622E+00,1.207328E+00,8.084189E+00
2048,8,18,6.249974E-02,1.047023E+00,7.558580E-01,1.069538E+01,1.336923E+00,8.084189E+00
2048,8,36,6.249981E-02,1.047022E+00,8.297540E-01,9.742874E+00,1.217859E+00,8.084189E+00
2048,12,1,6.249993E-02,1.047023E+00,1.056134E+00,7.654511E+00,6.378759E-01,8.084189E+00
2048,12,2,6.249993E-02,1.047022E+00,1.078714E+00,7.494284E+00,6.245237E-01,8.084189E+00
2048,12,3,6.249993E-02,1.047023E+00,9.261280E-01,8.729019E+00,7.274183E-01,8.084189E+00
2048,12,4,6.249991E-02,1.047023E+00,9.949230E-01,8.125442E+00,6.771202E-01,8.084189E+00
2048,12,6,6.249991E-02,1.047023E+00,9.855580E-01,8.202652E+00,6.835543E-01,8.084189E+00
2048,12,8,6.249993E-02,1.047023E+00,1.020883E+00,7.918820E+00,6.599017E-01,8.084189E+00
2048,12,12,6.249988E-02,1.047022E+00,8.729740E-01,9.260515E+00,7.717096E-01,8.084189E+00
2048,12,16,6.249988E-02,1.047012E+00,8.981420E-01,9.001014E+00,7.500845E-01,8.084189E+00
2048,12,18,6.249981E-02,1.047018E+00,8.543520E-01,9.462363E+00,7.885303E-01,8.084189E+00
2048,12,36,6.249988E-02,1.047023E+00,8.866230E-01,9.117955E+00,7.598296E-01,8.084189E+00
2048,16,1,6.249993E-02,1.047023E+00,1.067870E+00,7.570387E+00,4.731492E-01,8.084189E+00
2048,16,2,6.249993E-02,1.047023E+00,1.122059E+00,7.204781E+00,4.502988E-01,8.084189E+00
2048,16,3,6.249993E-02,1.047023E+00,1.073243E+00,7.532487E+00,4.707804E-01,8.084189E+00
2048,16,4,6.249993E-02,1.047023E+00,1.145253E+00,7.058867E+00,4.411792E-01,8.084189E+00
2048,16,6,6.249991E-02,1.047021E+00,1.197263E+00,6.752225E+00,4.220141E-01,8.084189E+00
2048,16,8,6.249993E-02,1.047023E+00,1.278379E+00,6.323781E+00,3.952363E-01,8.084189E+00
2048,16,12,6.249991E-02,1.047017E+00,1.018657E+00,7.936125E+00,4.960078E-01,8.084189E+00
2048,16,16,6.249993E-02,1.047022E+00,1.118468E+00,7.227913E+00,4.517445E-01,8.084189E+00
2048,16,18,6.249993E-02,1.047023E+00,1.027536E+00,7.867548E+00,4.917218E-01,8.084189E+00
2048,16,36,6.249993E-02,1.047023E+00,1.037193E+00,7.794296E+00,4.871435E-01,8.084189E+00
2048,18,1,6.249993E-02,1.047023E+00,1.024680E+00,7.889477E+00,4.383043E-01,8.084189E+00
2048,18,2,6.249991E-02,1.047023E+00,1.100374E+00,7.346765E+00,4.081536E-01,8.084189E+00
2048,18,3,6.249993E-02,1.047023E+00,1.156671E+00,6.989186E+00,3.882881E-01,8.084189E+00
2048,18,4,6.249952E-02,1.047023E+00,1.180760E+00,6.846598E+00,3.803666E-01,8.084189E+00
2048,18,6,6.249993E-02,1.047023E+00,1.283785E+00,6.297152E+00,3.498418E-01,8.084189E+00
2048,18,8,6.249993E-02,1.047023E+00,1.359311E+00,5.947270E+00,3.304039E-01,8.084189E+00
2048,18,12,6.249988E-02,1.047022E+00,1.048286E+00,7.711816E+00,4.284342E-01,8.084189E+00
2048,18,16,6.249993E-02,1.047023E+00,1.094008E+00,7.389515E+00,4.105286E-01,8.084189E+00
2048,18,18,6.249993E-02,1.047023E+00,1.101460E+00,7.339521E+00,4.077512E-01,8.084189E+00
2048,18,36,6.249976E-02,1.047023E+00,1.056500E+00,7.651859E+00,4.251033E-01,8.084189E+00
2048,36,1,6.249993E-02,1.047023E+00,4.865029E+00,1.661694E+00,4.615816E-02,8.084189E+00
2048,36,2,6.249991E-02,1.047023E+00,5.245051E+00,1.541298E+00,4.281385E-02,8.084189E+00
2048,36,3,6.249993E-02,1.047023E+00,5.094996E+00,1.586692E+00,4.407478E-02,8.084189E+00
2048,36,4,6.249993E-02,1.047023E+00,5.639940E+00,1.433382E+00,3.981617E-02,8.084189E+00
